prompt,response,essay_score,essay_set,bloom_level,label_score,rationale
The writers had to write a persuasive essay reflecting their views on censorship in libraries.,"Should someones work catagorized as 'inappropiate' or 'offensive' be taken off of a shelf and not able to be sold or seen in stores? If you believe so, then do you think it is okay for the campaigners that run for @CAPS1 be able to express their thoughts and opinions on different topics? This is exactly what is being done when someone writes an article or a book that they have published to be distributed into stores or libraries.     When someone writes a book on something, they usually have a lot of interest in whatever topic they are discussing. Just as when @CAPS2 campaigners present themselves to the public and announce what party they will be running for and what their beliefs and disbeliefs are. If it is okay for someone to take a book off of a shelf, or even a magazine because people think the book is 'inappropiate' then maybe we should reconsider what the campaigners say on live @CAPS3.      Even if you were to walk into a store and there be nude magazines on the shelf, or cd's with lyrics that contain cuss words do you feel those should be taken off of shelves as well? There is a time and a place for where things like this should not be displayed. For example, when you go to a little kids store and things like this are being sat out for the kids to see, they will not forget what they saw or heard if referring to music. Kids have a great memory on things that should not be remembered. Like when they read a story and it includes someone robbing a bank, or a song that refers to drinking or doing some form of drug. When kids see or even hear things like this, they are more likely to try things that we would hope little kids would not try.     When someone spends months or even years on writing a story, they hope that they can get it published and be rewarded for their long, hard work. By doing this they try and get it to be published, and put in stores so people can buy it. Whether or not if your talking about music, movies, or books, its all the same. Things should be put out on display and people should be able to see all the different types of music and stories that are available.      If things were going to be taken off of shelves or not put out onto display, people will stop recording music, acting out movies, or even writing ad's and books. When and if this were to happen, people will not become educated with new available data. If there is nobody to write science books, or biography's then nobody will learn about new things. Same with music and movies, if people spend a few months or even a year writing a new album, or coming up with an idea for a movie and they work hard to get it done, they expect to get it out to the public. If its finally out and people have the chance to buy it, they hope it will stay available. If it doesn't and people think the movie is 'inappropiate' then the song writers and actors will more then likely not have the urge to do it all over again.     In conclusion, I think that if someone writes something or records something that has taken them a good amount of work and time that they should be rewarded and allowed to have their item sold. If someone belives that an item is 'inappropiate' then they should keep their comments to themselves, and not have the item taken off display. There are some people out there that enjoy things that are not 'appropiate' and they think its funny. Surely if the write or producer got a book or movie produced they thought it was good, and they believe that people will buy their product. So, if the writer thinks this, surely there is someone out there that feels the same. How are we to know if there is someone out there that agrees, and enjoys the book or movie if it has been taken off of the shelf because someone thought the material was 'inappropiate.'",5,2,Create,5,"The question asks students to write a persuasive essay, which requires them to generate new content and express their own views, aligning with the 'Create' level of Bloom's Taxonomy."
The writers had to read an extract from *Narciso Rodriguez* by Narciso Rodriguez. They then had to describe the mood created by the author with supporting evidence from the extract.,"The mood created in the memoir ""Narciso Rodriguez"" by Narciso Rodriguez is comforting. ""Passionate Cuban music (which I adore to this day) filled the air, mixing with the aromas of the Kitchen."" @CAPS1 a sense of home, spending time with the ones you love. Is it not comforting?",2,5,Analyze,5,"The question requires students to break down the text, identify specific elements (mood), and then support their claims with evidence, which aligns with the Analyze level."
The writers had to write a letter to their local newspaper in which they stated their opinion on the effects computers have on people.,"Dear @CAPS1 or @LOCATION1, @CAPS2 people believe that computors are harmful to our society because people spend more time on such technology. I believe that this is not the reason our society is falling today although I agree that people spend to much time on the computor. Computors are actually helpful in our society because it is an advance in communication. People have found ways to communicate with other people through plugging in a web cam and mic. Not only does the computor help communication but it also helps us gain information on modern day society like the news to stay up-to-date. This complicated device can also save files and documents by typing them in so that if it is lost you could just reprint it out. One main thing that people of modern day technology usually do is talk to faraway friends and family on spare time. Legal websites allow people to be informed of a friend or family about events that have ocurred like an incident or an up coming event. @CAPS2 experts like @PERSON1, who specializes in the behavior of people, says that this is a number one cause of obeisity and prevents people from meeting other people outside or even plain exercise. I would say this isn't completely true because before even talking to anyone. Online people usually go for a jog around the neighborhood. Information is vital in our society and keeps us up-to-date on modern life. A computor can give us certain information like news and whether report. These days every smart person would go search information on a computor for not only missed news but for future forecast on whether to plan a picnic. This would be a helpful tool to our society in order to keep up with the world and not miss the latest event. I believe this is an advance in our modern day society because you could get the information you need. When you are in a rush to go to work don't you end up losing papers and files just forgetting about them? The computor can send data to a computor to conviently copy a file or document so you won't have to rush to work and worry about lost files. It has been known that thirty out of fifty people have saved themselves from losing a job from a computor. The computor can also hold and store data for later use like a song or picture. You could send that file and listen to it on another computor. Now is the time to decide if you should support computors. The computor can help you talk to long lost friends of one touch of a button. If you need certain information than you could find it on a computor without ever leaving your comfortable home. last and not least you could hold important files and documents and save yourself the trouble from rushing to work. So go and type that letter to a representative to help people see that computors are good for our society.",10,1,Create,5,"The question requires students to generate a new piece of writing (a letter to the editor) expressing an opinion, which aligns with the 'Create' level of Bloom's Taxonomy."
The writers had to read an extract from *The Mooring Mast* by Marcia Amidon Lusted. They then had to answer a question about the difficulties faced by the builders of the Empire State Building in allowing dirigibles to dock there.,"The obstacles the builders of the Empire State Building faced by attempting to allow dirigibles to dock there were harsh. The builders, in theory, thought everything would work perfectly. They had to face that they did not do enough to see if there would be any problems with having the dirigibles dock there. As I read I noticed the building never fulfilled it's purpose. This was because most dirigibles from outside of the united states used hydrogen, not helium, hydrogen is very flammable. On May 6, 1937, the owners of the Empire State Building realized how much worse a fire could have been if it were to happen above a densely populated area such as downtown New York. So in reality this idea was not safe and the builders had to go through building it, having it all done. Then realizing the idea was not pursuable.",2,6,Analyze,5,"The question requires students to identify and explain the difficulties faced by the builders, which involves breaking down the information and examining the relationships between different factors."
The writers had to read an extract from *Winter Hibiscus* by Minfong Ho. They then had to explain why the author concludes the story in the way that she did.,"I belive that the author included this paragraph to show that you she didn't give up, to show that she kept trying after she failed. Saeng said to her mother ""I failed the test"". Also to make her sound proud and happy to try the test over again. Also I have failed test. I also said that I would take them over but I didn't. So the author put that in their to show how determin she was going to sound.",1,4,Analyze,5,"The question asks students to explain 'why' the author concludes the story in a specific way, requiring them to break down the author's choices and motivations."
The writers had to write a letter to their local newspaper in which they stated their opinion on the effects computers have on people.,"In myopinion computers are a good sorce @CAPS2 imformation, camuni-cation and business computers make things easier. @CAPS2 example, instead of going to the libarary to get information on something, you can you use a computer. Computers are one of the most advance technology, you can search anything in the world. computers are also a huge help on a project @CAPS2 school or @CAPS2 work some peoples jobs, they are required to use computers. Computers are even good @CAPS2 learning about things you've never even heard of. Some people even take classes online. Computers could also be helpful to plan a vacation. computers are often used to comunicate with others, family, and friends. if you own a computer, you mostly likely have an e-mail, homepage, or @CAPS1 to keep in touch with people. There are even sites to meet newpeople. In my opinion, I think computers have a positive effect on people computers can be used @CAPS2 many things, they are a good sorce of technology. Computers could take much time off your hands, @CAPS2 example, you have a @NUM1 page essay due tomorrow, I'm sure it'd be way easier and faster to type it out than to write it and mess up, @CAPS3 typing a letter or paper, computers have ""@CAPS4 @CAPS5"" so if you mess up on a word, it will shaw you where you made your mistake to save more time.",6,1,Create,5,"The question requires students to generate a new piece of writing (a letter) expressing an opinion, which aligns with the 'Create' level of Bloom's Taxonomy."
The writers had to read an extract from *The Mooring Mast* by Marcia Amidon Lusted. They then had to answer a question about the difficulties faced by the builders of the Empire State Building in allowing dirigibles to dock there.,"The Empire State Building started out as a huge sky-skraper. Then Al Smith had to get all competitive and put his crew to full work. The crew had many obsticles to fufil. First off, they had to modify and strengthen the building's steel frame, costing over sixty thousand dollars. Second the men made a shiny glass and chrome-nickle stainless steel tower, illuminated inside. next they had to add four wings or shiny aluminum to rise a conical roof for housing the mooring arm.  Fourth the crew has to add stairs and elevators to accomidate the ""blimps"" passengers.  And lastly they would add a couple of observation rooms to the @NUM1 and 102 floors.  Smith's men worked hard and over came many obsticles attempting to allow dirigibles to dock the Empire State Building",2,6,Analyze,5,"The question requires the reader to identify and explain the difficulties faced by the builders, which involves breaking down the information and examining the relationships between different factors."
The writers had to read an extract from *Narciso Rodriguez* by Narciso Rodriguez. They then had to describe the mood created by the author with supporting evidence from the extract.,"The author sets many moods for the reader in his memoir from Home: The Blueprints of our Lives. The first and most dominant mood is a sense of family or friendship. The author constantly describes how his family's generosity made his apartment into a friendly place with the constant coming and going of relatives, distant and close. Next the author installed a sense of warmth. The very idea of this family moving from cuba into this three room apartment for their son really gives any reader some sense of warmth. Finally the author gives us a Sense of culture. As early as paragraph @NUM1 the author writes...""My parents both shared cooking duties and unwittingly passed on to me their rich culinary skills and a love of cooking that is still with me today (and for which I am eternally grateful. Passionate Cuban music (which I still adore today) filled the air..."" In these ways, the author reaches out to his readers with the mood of friendship, warmth, and culture to give us a taste of his life with his adoring parents in this small three room house he called home.",3,5,Analyze,5,"The question requires identifying and explaining the mood created by the author, and supporting this with evidence from the text. This involves breaking down the text and examining its components to understand the author's intent and effect."
The writers had to write a persuasive essay reflecting their views on censorship in libraries.,"I think that some books in the library some people might take offensive. But some of those books have a meaning behind it.            I think theres one book out there that alot of people love to read, and that is @CAPS1 @CAPS2. The book uses the '@CAPS3' word alot and many people take that offensive, but why? There was a big arguement about alot of book companies changing the word in the book to @CAPS4 @CAPS5.             From my perspective I think it should stay the same. Why change that now? Many english teachers use that book because it talks about a white boy named @CAPS6 saving @PERSON1. Its not being used in a bad why at all just using the terms of how they did back in the olden days. The book is strong and shows readers a strong aspect in life.             Yes you shouldn't go around saying that word, but also not change it now, after its been out for along time to the public. The book would not bring the same meaning as it would if it is  being changed",3,2,Create,5,"The question asks students to produce a new piece of writing (a persuasive essay) that reflects their own views, which aligns with the 'Create' level of Bloom's Taxonomy."
"Write a story about a time when you, or someone you know, was patient.","One time when I had a lot of paitenits is when I sprined my one ice skating. I was doing spins and trichs everywhere, and one I did not land. I fell on my back, but the bone I hurt was my arm, my mom was surprised that I could even stand up because of how hard I fell. My arm was hurting so bad from it. So my mom rushed over to help me, and then we had to go home. The next morning it was hurting @NUM1 times more. I had to go to the doctors to get x-rays for it, and they took two weeks to devnlop. So I was in two weeks of pain. So it turns out that I didn't break my arm, however I was in a lot of pain waiting for the resualts. It took a lot of paients for me to just wait, and, wait, and wait for those x-rays,",20,7,Create,5,"The question asks the user to 'write a story,' which involves generating new content and ideas, aligning with the Create level of Bloom's Taxonomy."
The writers had to read an extract from *Rough Road Ahead: Do Not Exceed Posted Speed Limit* by Joe Kurmaskie. They then had to explain how the features of the setting affected the cyclist.,"The features of the setting affects the cyclist because when all the cyclist is worried about is finding a place with water all he's doing is getting scared and panicing. In other words, when he's looking around, the setting he sees is like desert and no buildings. The story says, I was traveling through the high deserts of California in June"" when he sees that he panics and thinks he's not gonna make it which affects him mentally.""",1,3,Analyze,5,"The question asks to explain how the features of the setting affected the cyclist, requiring the identification of specific elements and their causal relationship, which aligns with the Analyze level."
The writers had to write a persuasive essay reflecting their views on censorship in libraries.,"Public libraries should be able to keep all sorts of content for all sorts of people.     I feel very strongly about my statement, because everyone in this world is different. Many people have different interests, religons, and customs. If we took out certain books, and music from the library, it would defeat the purpose of calling it the public library. But if we had different sections of books, music, etc., people would be able to find what they want/need more easily, and no one would have to worry about getting offended.      It would not be fair to anyone in this world if we took out certain books and materials because one person had got offended.",2,2,Create,5,"The question asks students to write a persuasive essay, which involves generating new content and expressing their own views, aligning with the 'Create' level of Bloom's Taxonomy."
The writers had to read an extract from *Winter Hibiscus* by Minfong Ho. They then had to explain why the author concludes the story in the way that she did.,"Saeng will take the test in the spring when it's not so cold. She likes it when the hibicus is budding they smell so good. They good smell reminders her of her native contrey. Saeng likes fried melon, it leaves a golden after taste on your tongue. She would poter it over a Big mac. ",1,4,Analyze,5,"The question asks to explain 'why' the author concludes the story in a certain way, requiring students to break down the narrative and identify causal relationships or underlying reasons."
"Write a story about a time when you, or someone you know, was patient.","I showed patience before. I am about to tell you and that time. Two years ago.  I worked at my @CAPS1's home to get ???. Working there is tough because he makes you do so much work. I got all of the ??? grass cut at his harn, cut wood and a lot m???. After around seven hours of hard work, I asked my @CAPS1 if I could have my money. He ???  he when I asked why he told me. He gave a bunch of money to my uncle for vacation. My heart sunk. I asked him when I was going to get it. He shook his head like he had no idea. Rage filled in he to at me. One week ??? I went back to ??? house to ask ??? because I really wanted to buy something. He shook his head no. My mind said patience but my body said no patience. I listened to my mind. Waiting really at unk but I knew patience was the right thing to do. Patience bring the an opportunity. Three weeks later. He still hasnt gotten me my money. I heard someone knock in my door. I moved over to it. It was my @CAPS1. He came made with a huge grin on his face. Suddenly he open my hand and gave me twenty dollars! @CAPS1 that's more than double,"" I said, my heart throbbing. ""I know but you deserve it."" I was shocked to hear my @CAPS1 say that. That day I showed patience. It really did to me good to have patience cause I made so much money. Think about my story the next time you don't wanna show patience, cause it might just pay off.""",23,7,Create,5,"The question asks the user to 'write a story,' which involves generating original content and synthesizing information to produce a new narrative."
The writers had to read an extract from *Rough Road Ahead: Do Not Exceed Posted Speed Limit* by Joe Kurmaskie. They then had to explain how the features of the setting affected the cyclist.,"The features in the setting of the essay Rough Road Ahead Do not exeed the Posted Speed limit"" affect the cyclist in a cruel manner. The old man say that the towns are going to be there and they are just not functioning towns. To make the cyclist feel hopeless the setting puts him in a California day in June which is extremely hot and puts in all these unexpected twists. A cruel thing to add in the essay was when it read ""The Speed limit was 55 mph. I was doing a water depleting 12 mph"" This lowers the cyclists confidence making him seem more worried. Another cruel thing is the author adding a welch's Grape Juice factory that had been abandoned with ""A sandblasted picture of a young boy pouring @NUM1 refreshing glass of juice into his mouth"""" totally causing him to lose hope left. These features in setting are cruel.""",3,3,Analyze,5,"The question requires students to break down the text and identify the relationship between the setting's features and the cyclist's experience, which aligns with the 'Analyze' level."
The writers had to read an extract from *The Mooring Mast* by Marcia Amidon Lusted. They then had to answer a question about the difficulties faced by the builders of the Empire State Building in allowing dirigibles to dock there.,"Based on the excerpt, some obstacles the builders of the Empire State Building faced on letting things dock there was the law against air ships, safety and nature. There was a law that said that air craft's weren't allowed to fly that low. ""This law would make it illegal for a ship to ever tie up to the building."" Also it was unsafe due to the hydrogen in the dirigibles. ""Most dirigibles from outside the United States used hydrogen rather than helium, and hydrogen is highly flammable."" Nature was a factor because of the high winds. ""The winds on top of the building were constantly shifting due to violent air currents."" Due to the obstacles that the engineers never thought of, the Empire wtate building never became a dirigible landing.",3,6,Analyze,5,"The question requires the reader to identify and explain the difficulties faced by the builders, which involves breaking down the information and examining the relationships between different factors."
The writers had to read an extract from *Rough Road Ahead: Do Not Exceed Posted Speed Limit* by Joe Kurmaskie. They then had to explain how the features of the setting affected the cyclist.,"The features of the setting affect the cyclist because it gives him the feeling of hopelessness. When the cyclist got directions to Yosemite from these two ??? old people, he thought he was getting a good shortcut. In reality, he was just led on a road that seemed to head nowhere where he saw many things that added to his feeling of hopelessness, for example, the author writes,  I toiled on. At some points, tumbleweeds crossed my path and an adversely large snake. It really did move like a diamondback blocked the majority of the pavement in front of me."""" This shows that the cyclist is getting tired and seeing tumbleweeds, which usually represents a phase being completely deserted and deadly snakes that get in his way. This answers the question because it shows how the setting leads to his feeling of hopelessness.""",2,3,Analyze,5,"The question requires the writers to break down the text and examine the relationship between the setting's features and the cyclist's experience, which aligns with the 'Analyze' level."
The writers had to read an extract from *Rough Road Ahead: Do Not Exceed Posted Speed Limit* by Joe Kurmaskie. They then had to explain how the features of the setting affected the cyclist.,"In the essay, the author added many features that could be picked all about the cyclist jouney. One feature was that his water supply was running short. This shows exactly how hot it was and how much he was drinking. Another feature would be the rusty old pipe with the bad water: This shows that that town had been abanodoned for years and the water supply wasn't up for drinking. The essay in all shows how hand it is in hot weather with lack of supplies and no sense of direction.",2,3,Analyze,5,"The question requires the writer to break down the text and examine the relationship between the setting's features and the cyclist's experience, which aligns with the 'Analyze' level."
The writers had to write a persuasive essay reflecting their views on censorship in libraries.,"What happened to everyone having the right to have freedom of knoledge? I do not believe that certain materials should be removed only for the reason that someone finds it 'offensive' or 'inappropriate'. Our youth have the right to access these materials. Kids should have that right because it allows more access to knoledge, it provides more realistic details about life, and keeps them from being shut out from the world around them. We cannot deprive children of that.     First of all, all children and students at schools all over should have access to more knoledge. If certain materials are censored and taken away, they cannot access that type of learning. What if a student wants to learn more about how goverment and politics work by reading an an article. But then, the article is taken away because of one small comment in it. We cannot take away our aspiration to learn more about the world.     Secondly, it can give a more realistic image of a person, place, thing, or event. Explicit content can give children more details about how things really are in life. If that is taken away, they might have a different understanding of how things really are and have different expectations of things. This might have an emotional or psycalogical impact on them once they see the real world. They should be well informed of what life is like in further detail to avoid confusion once they get to that point.     Finally, they could be shut out from the world if everything is kept from them because of censorship. Being kept from that kind of knoledge can be an emotional strain. A friend of mine had parents that kept her from many things in the world around her, blinding her from what she should have known. As she got older, things became harder and harder for her. And now, she is affraid of many things out in the real world. This is all because her parents had used cencorship to keep her from knowing what was important.      Our students should always have access to knoledge, details about life, and not kept from knowing enough to have an undertanding of things in our modern world. We cannot allow censorship to make such irrational descisions about what we do and do not have access to. And if it has such a negative impact on society and our youth, why isn't it censored",4,2,Create,5,"The question requires students to generate a new piece of writing (a persuasive essay) that reflects their own views, which aligns with the 'Create' level of Bloom's Taxonomy."
The writers had to read an extract from *Narciso Rodriguez* by Narciso Rodriguez. They then had to describe the mood created by the author with supporting evidence from the extract.,"The mood the @CAPS1 creats in the memoir is a mixture. In reading the story you feel happy, and greatfull, this is because the @CAPS1 is stating how great her family and friends were, along with how great her life was. She also states that you dont need alot of money or a big house to be happy. In paragraph @NUM1 she says ""I will always be greatfull to my parets for their love and sacrifice."" This says to me, that very happy and she very greatfull to have parents like she does and that she would never want to loose them. She also states in paragraph @NUM1 ""in reality there is no way to express my gratitude for the spirit of generosity..."" To me, everyone should be this gratfull to their family and loved ones because you never know when you're going to loose one",3,5,Analyze,5,"The question requires the writers to break down the text, identify specific elements (mood), and then connect those elements to supporting evidence, which aligns with the 'Analyze' level."
"Write a story about a time when you, or someone you know, was patient.",Patience for me is when im helping others with their problems so in this story im going describe to you what is patience. Patience is when you are willing to sit down and help someone with their own problems. I have a lot of patience cause I sit down all the time and help people with their problem. One day at my old school @PERSON1 this girl she was having very difficult problems at home. When she came to school she was crying. I went to go ask her what was wrong. She was saying the way she doesn't want to be at home because he mom don't let her go nowhere she always had to stay home and watch her two brothers. So I sat down all day with her and let her feel like she had some one to talk to for once in her life. As we sit in talked she seemed to feel much better and she felt like she had a true friend. In conclusion I really felt like I had patience and since that day forward I have sat down and let people tell me about their problems.,19,7,Create,5,"The question asks the user to write a story, which involves generating new content and ideas, aligning with the 'Create' level of Bloom's Taxonomy."
The writers had to read an extract from *Winter Hibiscus* by Minfong Ho. They then had to explain why the author concludes the story in the way that she did.,The author might of concluded the story with this paragraph to show that Saeng isnt @CAPS1 to stop trying shes @CAPS1 to work harder. As she sees the Geese adapting she chooses to try. and make their wew home work out. After they disapear she picks herself up and says that shes @CAPS1 to try again. By doing this she is commiting herself to try @CAPS2 things t adapt to changes.,2,4,Analyze,5,"The question requires students to explain the author's reasoning for the story's conclusion, which involves breaking down the text and identifying causal relationships."
The writers had to read an extract from *Winter Hibiscus* by Minfong Ho. They then had to explain why the author concludes the story in the way that she did.,NO IMAGE,1,4,Analyze,5,"The question asks students to explain 'why' the author concludes the story in a specific way, requiring them to break down the author's choices and motivations."
The writers had to read an extract from *Rough Road Ahead: Do Not Exceed Posted Speed Limit* by Joe Kurmaskie. They then had to explain how the features of the setting affected the cyclist.,"The setting in the story was hot. The biker was sweating a lot. The whole town was empty. He pasted empty buildings. Their were rivers and big hills that he had to ride through. As it says about the buildings, somehow, I climbed away from the abandoned factory of juices and dreams, slowly gaining elevation while losing hope."" The setting would affect the cyclist because their was no one in the town. Also, their was high hills.""",1,3,Analyze,5,"The question requires the writer to break down the text and identify how specific elements (features of the setting) influenced another element (the cyclist), which aligns with the cognitive processes of analysis."
The writers had to write a letter to their local newspaper in which they stated their opinion on the effects computers have on people.,"Although many people love to be on computer palying video games and have cyber chats, most of them don't know how bad a computer can be even though I experience a great time on the computer, I know how bad it is. Here is a short example. You can experience problems with your computer, if you stay on the computer for to long it can over heat and that can cause it to stop working. Another problem is side effects. you can get headaches from just staring at the screen for to long. Those headaches over time can become even worst. You @MONTH1 even get poor vision from a computer. Computers can also be addicting. Because of your addictition with computers you @MONTH1 become less close with family or friends, causing your social life to be very minimal. Also, because of the addiction, it @MONTH1 work its way to your daily routines causing you to have to play it daily and more thatn the average person does. Your personality @MONTH1 also change with your social life and routine. Lastly, computers can be very dangerous. if your child gets on to one he @MONTH1 accidentlly link heimself to a dirty or bad websites. He then to the negatives of a computer. On a computere your child will probally be shown things like words to pornographic features. These are all things that should not be allowed to access on a computer. Computers are addicting, they cause problems and are dangerous wrong in my opinion should be stopped. Now you think we should do about computers.",8,1,Create,5,"The question requires students to produce a new piece of writing (a letter) expressing their opinion, which aligns with the 'Create' level of Bloom's Taxonomy."
The writers had to read an extract from *Rough Road Ahead: Do Not Exceed Posted Speed Limit* by Joe Kurmaskie. They then had to explain how the features of the setting affected the cyclist.,"The setting affects the cyclist in many ways. It makes him feel hopeful, determined, alone, and completely exhausted. The desert- like terrain leaves him feeling very tired and thirsty. The bumpy road is hard to pedal over, and the endless stretches of land make him feel as if the next town is years away. While travelling, the cyclist recalls At some point, tumbleweeds crossed my path and a ridiculously large snake . blocked the majority of the pavement in front of me"" (Kurmaskie, @NUM1).The tumbleweeds are a symbol of dry desert death. They remind the cyclist he is completely alone in a vast stretch of sand and rocks. Were the snake in the path to poison him he'd not only under the beaty sun until some other unfortunate cyclist found him. However, later on when he sees the sign for Gary and Wilber's fish camp, the hope is restored back to him. He is yet again determined because waiting somewhere near is the water he needs to keep him alive. In the end, the setting helped him to safely feel the hope deep inside of him.""",3,3,Analyze,5,"The question requires the writers to break down the text and examine the relationship between the setting's features and their impact on the cyclist, which aligns with the 'Analyze' level."
The writers had to read an extract from *Narciso Rodriguez* by Narciso Rodriguez. They then had to describe the mood created by the author with supporting evidence from the extract.,"The mood in this memoir created by the author, was very peaceful and extremely loving. It was also a big thank you to his parents for everything they did for him. ""I will always be grateful to my parents for their love and Sacrifice."" The author is trying to get his point (of gratefulness) across to, not only the reader, but everyone in his life, but it seems that at some point he's lost for words. ""@CAPS1 often told them of my admiration for their strength and perseverance, and I've thanked them repeatedly. But, in reality, there is no way to express my gratitude for the Spirit of generosity impressed upon me at such an early age and the demonstration of how important family and friends are."" The way the author explains everything puts you in the same mood is him. He seemed to feel the same peaceful, yet loving, and grateful mood flow over you as well. This is an amazing piece of work.",3,5,Analyze,5,"The question requires students to break down the text and identify specific elements (mood) and then support their claims with evidence, which aligns with the Analyze level."
The writers had to write a letter to their local newspaper in which they stated their opinion on the effects computers have on people.,"Did you know that the positive effects computers have on people the negative? I believe that the usige of computers increases one's knowledge of faraway places safety can be used for communication and can make everyday task easier computers have become the tools of society. Firstly, using computer allow a floridian to learn about connecticutions; or a canadian to learn about the world around them. safely. In a by the @ORGANIZATION1, it has been shown that without the computer, @PERCENT1 of all people would have been ignorant of the one-child dilemna in @LOCATION3. In addition, since the crime rate in @LOCATION1 @LOCATION1 is @PERCENT2 having comilted, an american might not went to visit @LOCATION1 @LOCATION1, @CAPS1, they mush learn about it for a business project. What do they do? They venture onto the computer and and everything they need to know about @LOCATION1, from the security of their home. While people can learn about faraway places from the safety of their houses, can also the computer for communication purposes. The computer is a great tool for communicating with other people. In a done in @DATE1, @PERCENT3 of computer users had some sort of social networking or instant mesaging program. Some examples of these are @CAPS2, and @CAPS3, respectively. being able to contact people has never been easier. Did you know that out of every @NUM1 americans spend an average of a hours online everday? So truly that the average I.Q has increased in the last @NUM2 years? When online, students can receive help from fellow students, teachers, and even experts! users of the computer can get feedback from essays, support to something new, and even boost self confidence. Communication is a great utilixation of computers, as is the simplicity to perform everyday tasks online. In today's society, the computer can make everyday tasks so much easier! when I was a child, my mom spend hours in the local grocery, shopping for food. That all changed when my mother discovered @LOCATION2. It is a safe and easy way to buy food online to then have it delivered not only, but @PERCENT4 of americans with computers have paid their taxes online. A once job has become simple, with the mere click of a button it is nerve-wrecking that the majority of our day need not be filled with flooring errands, but what we want! Whether that be to exercise or simply enjoy nature. In a nutshen, computers are great assets to society. They have a muriad of purposes and functions. They can inrease a person's knowledge of faraway places safely, be used for communication purposes. and make everyday tasks simple. Its hard to even ruminat how we managed before this device come along.",9,1,Create,5,"The question requires students to generate a new piece of writing (a letter) expressing an opinion, which aligns with the 'Create' level of Bloom's Taxonomy."
The writers had to write a persuasive essay reflecting their views on censorship in libraries.,"I think that libraries should not remove material such as book, music, movies, magazines. I think that libraries should keep them because thier are alot of people tht has thier own stlye at reading. Sometimes i will go to the librarie and get a book, then i will go look at magazines, movies, music. Thier are alot of movies out right now, and now u can go cheak them out. Music is the same way. I feel like if thier stuff in the librarie that kids like they should go for it. Im sure that they have edgucational books, movies and magazines.                                                                                  If  people take out stuff that kids and teens like. Some of them might not return back.Thier are alot of students that listen to music and watch movies too. I love cheaking out movies from the libraries its easy and they always have the movies that u are lookin for. The movies are easy to find. and its quick. If the music has some offfensive stuff in it that they should take it off the shelves because it will have peopel thinkin why would they put a movie, music, magazines and book up on the shelves if they know it is offensive to the public.                                                          Inconclusion i hope the people at the libraries take the offensive stuff off the shelves.It would bring move people in and they would have more respect for thoes people. The public would`t have to worrie about picking up a book that has alot of stuff that thier kids do not need to see, read, or listen. That goes for movies, music, magazines, books and more. I really hope the people make the right choice",3,2,Create,5,"The question asks students to produce a new piece of writing (a persuasive essay) that reflects their personal views, which aligns with the 'Create' level of Bloom's Taxonomy."
The writers had to read an extract from *Winter Hibiscus* by Minfong Ho. They then had to explain why the author concludes the story in the way that she did.,"All throughout the story Winter Hibiscus"", the author gives the feeling as hope and comfort that is obtaned by Saeng when she thinks about the past. And to continue this feeling as hope, the last sentence gives the feeling that Saeng will be better off than she had been at the beginning of the story. For example, at the beginning of the story, Saeng was feeling alrenated, alone, and misplaced in her new country. But as the story progresses, she starts to develop peace of mind and certainly that her future will be brighter with the passing of the and her growing confidence. In conclusion, the author uses the last sentence to give a feeling of hope for Saeng's future and growing confidence.""",2,4,Analyze,5,"The question requires students to explain 'why' the author concludes the story in a specific way, which involves breaking down the narrative and identifying causal relationships or authorial intent."
The writers had to read an extract from *Winter Hibiscus* by Minfong Ho. They then had to explain why the author concludes the story in the way that she did.,I think the author concludes this story wit this ending paragraph because the story is all about how  she feels comforted in the plants and she wants to wait until the weather breaks and the geese to come back to take her test. I think she wants to wait that way she will be more comfortable with her surroundings and she can clear her mind and do her best on the test.,1,4,Analyze,5,"The question requires students to explain *why* the author made specific choices, which involves breaking down the text and examining the author's intent and the causal relationships within the narrative."
The writers had to read an extract from *Winter Hibiscus* by Minfong Ho. They then had to explain why the author concludes the story in the way that she did.,"The author concludes the story with this paragraph because it shows Saeng wants to take the test again, but she wants to take the test again when everything else good and happy returns like the plant and the geese. This is true because Saeng says ""When they (geese) come back... and this hibiscus is budding I will take the test."" This shows her maturity and happiness and happiness. She wants to do something hard and maybe even not fun when everything else returns and is happy. Just as when she came, she was sad, but when the geese and plant comes back she wants to help them through this and make them happy too. This way they all can be happy at the same time.",1,4,Analyze,5,"The question requires students to break down the author's conclusion and explain the underlying reasons, which aligns with the 'Analyze' level."
